4,5,11,13,17,4,300,300,1
4,4,10,15,17,4,300,300,1
4,4,9,16,17,4,300,300,1
4,4,8,17,18,4,300,300,1
4,4,7,18,19,4,300,300,1
4,4,6,20,20,4,300,300,1
4,4,5,20,20,4,300,300,1
4,4,4,21,21,4,300,300,1
4,4,3,19,22,4,300,300,1
4,4,3,19,22,4,300,300,1
4,4,2,17,24,4,300,300,1
4,4,2,17,24,4,300,300,1
4,4,2,16,25,4,300,300,1
4,5,2,14,26,4,300,300,1
0,0,0,0,0,0,300,300,1
3,5,3,10,27,3,300,300,1
4,5,4,7,29,4,300,300,1
4,6,5,5,32,4,300,300,1
4,6,5,2,35,4,300,300,1
4,6,6,1,37,4,300,300,1
4,6,6,0,40,4,300,300,1
4,6,7,0,45,4,300,300,1
4,6,7,0,49,4,300,300,1
4,6,8,0,49,4,300,300,1
4,6,9,0,46,4,300,300,1
4,6,9,0,39,4,300,300,1
4,6,10,0,33,4,300,300,1
4,6,10,0,28,4,300,300,1
4,7,11,0,25,4,300,300,1
4,7,11,0,24,4,300,300,1
4,7,10,0,22,4,300,300,1
3,6,10,0,21,3,300,300,1
3,5,9,0,21,3,300,300,1
3,5,8,0,21,3,300,300,1
3,4,7,1,21,3,300,300,1
3,4,7,2,22,3,300,300,1
3,4,6,3,23,3,300,300,1
3,3,5,4,24,3,300,300,1
3,3,5,5,24,3,300,300,1
3,2,3,6,26,3,300,300,1
3,2,3,6,26,3,300,300,1
4,2,2,6,26,4,300,300,1
4,2,2,6,27,4,300,300,2
4,2,1,6,27,4,300,300,2
0,0,0,0,0,0,300,300,2
5,1,0,6,26,5,300,300,2
5,2,0,7,27,5,300,300,2
5,2,1,8,28,5,300,300,2
5,2,1,8,29,5,300,300,2
5,2,1,8,29,5,300,300,2
5,2,1,8,29,5,300,300,2
5,2,1,8,29,5,300,300,2
5,2,1,7,29,5,300,300,2
5,2,1,7,29,5,300,300,2
0,0,0,0,16,0,300,300,2
0,0,0,0,16,0,300,300,2
0,0,0,0,16,0,300,300,2
0,0,0,0,16,0,300,300,2
5,2,1,6,27,5,300,300,2
5,2,1,7,28,5,300,300,2
0,0,0,0,0,0,300,300,2
5,2,1,7,27,5,300,300,2
5,2,1,7,27,5,300,300,2
5,2,1,8,26,5,300,300,2
5,2,1,8,26,5,300,300,2
5,2,1,8,26,5,300,300,2
5,2,1,8,27,5,300,300,2
5,2,1,7,25,5,300,300,2
5,2,1,7,25,5,300,300,2
5,2,1,7,24,5,300,300,2
5,2,1,7,26,5,300,300,2
5,2,2,8,27,5,300,300,2
5,2,2,9,27,5,300,300,2
5,3,2,9,27,5,300,300,2
5,3,2,9,29,5,300,300,2
5,3,2,9,29,5,300,300,2
5,3,2,9,29,5,300,300,2
5,3,2,10,29,5,300,300,2
5,3,2,10,30,5,300,300,2
5,3,3,10,30,5,300,300,2
5,3,3,10,29,5,300,300,2
5,3,3,10,27,5,300,300,2
5,3,3,10,27,5,300,300,2
5,3,4,11,29,5,300,300,2
5,3,4,11,30,5,300,300,2
5,3,4,12,30,5,300,300,2
5,3,4,12,30,5,300,300,2
0,0,0,0,0,0,300,300,2
5,0,0,7,25,5,300,300,2
5,3,3,12,30,5,300,300,2
4,3,3,13,30,4,300,300,2
4,3,3,14,30,4,300,300,2
4,3,3,14,30,4,300,300,2
4,3,3,14,30,4,300,300,2
4,3,3,13,29,4,300,300,2
4,3,3,12,27,4,300,300,2
4,3,3,12,26,4,300,300,2
4,3,3,13,28,4,300,300,2
4,3,3,14,28,4,300,300,2
4,3,3,14,28,4,300,300,2
4,3,3,15,28,4,300,300,1
4,3,3,15,27,4,300,300,1
4,3,3,15,27,4,300,300,1
4,3,2,16,28,4,300,300,1
4,4,2,16,29,4,300,300,1
4,4,2,15,30,4,300,300,1
4,5,2,14,32,4,300,300,1
4,5,2,12,33,4,300,300,1
4,6,3,10,33,4,300,300,1
4,6,3,9,34,4,300,300,1
4,6,3,9,34,4,300,300,1
4,6,3,9,34,4,300,300,1
5,8,7,5,38,5,300,300,1
5,9,8,3,37,5,300,300,1
5,9,9,1,32,5,300,300,1
5,10,10,1,28,5,300,300,1
5,10,12,0,23,5,300,300,1
5,11,13,0,17,5,300,300,1
5,11,15,0,14,5,300,300,1
0,5,11,0,6,0,300,300,1
5,11,17,0,11,5,300,300,1
5,11,18,0,11,5,300,300,1
5,11,19,0,12,5,300,300,1
5,11,20,0,12,5,300,300,1
5,11,21,1,12,5,300,300,1
5,11,21,1,11,5,300,300,1
5,11,22,2,11,5,300,300,1
5,10,22,2,11,5,300,300,1
4,10,22,3,11,4,300,300,1
4,9,22,4,11,4,300,300,1
4,9,21,7,11,4,300,300,1
4,8,19,9,11,4,300,300,1
0,0,7,0,0,0,300,300,1
3,6,16,14,11,3,300,300,1
3,6,14,17,11,3,300,300,1
3,5,12,20,12,3,300,300,1
3,5,10,21,12,3,300,300,1
3,5,9,22,12,3,300,300,1
4,5,7,23,13,4,300,300,1
4,5,6,24,14,4,300,300,1
4,5,5,24,14,4,300,300,2
4,5,5,24,14,4,300,300,2
4,4,4,23,15,4,300,300,2
4,4,4,23,15,4,300,300,2
4,4,4,23,15,4,300,300,1
5,6,4,18,17,5,300,300,1
5,6,5,17,17,5,300,300,1
5,7,5,15,17,5,300,300,1
5,7,5,15,18,5,300,300,1
5,8,6,13,19,5,300,300,1
5,9,8,10,20,5,300,300,1
6,10,10,8,21,6,300,300,1
6,11,12,5,21,6,300,300,1
6,12,14,4,19,6,300,300,1
6,12,15,2,18,6,300,300,1
6,12,17,2,18,6,300,300,1
5,12,20,0,16,5,300,300,1
5,12,21,0,15,5,300,300,1
5,13,22,0,14,5,300,300,1
5,14,22,0,14,5,300,300,1
5,14,24,0,14,5,300,300,1
5,13,25,0,13,5,300,300,1
5,13,27,1,13,5,300,300,1
4,12,27,3,12,4,300,300,1
4,12,27,5,12,4,300,300,1
4,12,27,6,13,4,300,300,1
4,11,26,9,13,4,300,300,1
4,10,26,10,13,4,300,300,1
3,10,25,12,13,3,300,300,1
3,9,23,14,13,3,300,300,1
3,8,21,17,15,3,300,300,1
3,7,19,20,14,3,300,300,1
0,0,0,0,0,0,300,300,1
3,6,15,24,14,3,300,300,1
3,6,13,26,14,3,300,300,1
3,5,11,27,15,3,300,300,1
3,5,10,29,16,3,300,300,1
3,4,8,29,16,3,300,300,1
3,4,7,29,17,3,300,300,1
